,Nombre,Contrato 2024,Equipo 2024,Contrato 2023,Equipo 2023,Contrato 2022,Equipo 2022,Contrato 2021,Equipo 2021,Contrato 2020,Equipo 2020,Contrato 2019,Equipo 2019,Contrato 2018,Equipo 2018,Contrato 2017,Equipo 2017,Contrato 2016,Equipo 2016,RANK 2024,AGE 2024,GP 2024,W 2024,L 2024,MIN 2024,PTS 2024,FGM 2024,FGA 2024,FG% 2024,3PM 2024,3PA 2024,3P% 2024,FTM 2024,FTA 2024,FT% 2024,OREB 2024,DREB 2024,REB 2024,AST 2024,TOV 2024,STL 2024,BLK 2024,PF 2024,FP 2024,DD2 2024,TD3 2024,+/- 2024,RANK 2023,AGE 2023,GP 2023,W 2023,L 2023,MIN 2023,PTS 2023,FGM 2023,FGA 2023,FG% 2023,3PM 2023,3PA 2023,3P% 2023,FTM 2023,FTA 2023,FT% 2023,OREB 2023,DREB 2023,REB 2023,AST 2023,TOV 2023,STL 2023,BLK 2023,PF 2023,FP 2023,DD2 2023,TD3 2023,+/- 2023,RANK 2022,AGE 2022,GP 2022,W 2022,L 2022,MIN 2022,PTS 2022,FGM 2022,FGA 2022,FG% 2022,3PM 2022,3PA 2022,3P% 2022,FTM 2022,FTA 2022,FT% 2022,OREB 2022,DREB 2022,REB 2022,AST 2022,TOV 2022,STL 2022,BLK 2022,PF 2022,FP 2022,DD2 2022,TD3 2022,+/- 2022,RANK 2021,AGE 2021,GP 2021,W 2021,L 2021,MIN 2021,PTS 2021,FGM 2021,FGA 2021,FG% 2021,3PM 2021,3PA 2021,3P% 2021,FTM 2021,FTA 2021,FT% 2021,OREB 2021,DREB 2021,REB 2021,AST 2021,TOV 2021,STL 2021,BLK 2021,PF 2021,FP 2021,DD2 2021,TD3 2021,+/- 2021,RANK 2020,AGE 2020,GP 2020,W 2020,L 2020,MIN 2020,PTS 2020,FGM 2020,FGA 2020,FG% 2020,3PM 2020,3PA 2020,3P% 2020,FTM 2020,FTA 2020,FT% 2020,OREB 2020,DREB 2020,REB 2020,AST 2020,TOV 2020,STL 2020,BLK 2020,PF 2020,FP 2020,DD2 2020,TD3 2020,+/- 2020,RANK 2019,AGE 2019,GP 2019,W 2019,L 2019,MIN 2019,PTS 2019,FGM 2019,FGA 2019,FG% 2019,3PM 2019,3PA 2019,3P% 2019,FTM 2019,FTA 2019,FT% 2019,OREB 2019,DREB 2019,REB 2019,AST 2019,TOV 2019,STL 2019,BLK 2019,PF 2019,FP 2019,DD2 2019,TD3 2019,+/- 2019,RANK 2018,AGE 2018,GP 2018,W 2018,L 2018,MIN 2018,PTS 2018,FGM 2018,FGA 2018,FG% 2018,3PM 2018,3PA 2018,3P% 2018,FTM 2018,FTA 2018,FT% 2018,OREB 2018,DREB 2018,REB 2018,AST 2018,TOV 2018,STL 2018,BLK 2018,PF 2018,FP 2018,DD2 2018,TD3 2018,+/- 2018,RANK 2017,AGE 2017,GP 2017,W 2017,L 2017,MIN 2017,PTS 2017,FGM 2017,FGA 2017,FG% 2017,3PM 2017,3PA 2017,3P% 2017,FTM 2017,FTA 2017,FT% 2017,OREB 2017,DREB 2017,REB 2017,AST 2017,TOV 2017,STL 2017,BLK 2017,PF 2017,FP 2017,DD2 2017,TD3 2017,+/- 2017,RANK 2016,AGE 2016,GP 2016,W 2016,L 2016,MIN 2016,PTS 2016,FGM 2016,FGA 2016,FG% 2016,3PM 2016,3PA 2016,3P% 2016,FTM 2016,FTA 2016,FT% 2016,OREB 2016,DREB 2016,REB 2016,AST 2016,TOV 2016,STL 2016,BLK 2016,PF 2016,FP 2016,DD2 2016,TD3 2016,+/- 2016
10,JACKIE YOUNG,,LV,,LV,504900.0,LV,,LV,236283.0,LV,236283.0,LV,,,,,,,18.0,27.0,37.0,25.0,12.0,32.6,15.8,5.4,12.6,43.0,1.9,5.6,33.7,3.0,3.5,86.7,0.7,3.6,4.4,5.3,2.1,1.0,0.2,2.5,29.8,5.0,0.0,4.1,11.0,26.0,40.0,34.0,6.0,31.5,17.6,6.2,11.9,52.3,2.2,5.0,44.9,2.9,3.4,86.7,0.7,3.4,4.0,3.8,1.8,1.3,0.1,2.0,30.5,1.0,0.0,12.8,14.0,25.0,34.0,24.0,10.0,33.2,15.9,5.6,11.8,47.6,1.5,3.4,43.1,3.2,3.8,85.9,1.3,3.1,4.4,3.9,1.3,1.4,0.2,2.4,28.9,0.0,0.0,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,22.0,34.0,21.0,13.0,22.5,6.6,2.2,6.9,32.2,0.4,1.3,31.8,1.7,2.1,80.8,0.7,2.6,3.3,4.5,1.6,0.8,0.4,1.4,17.0,1.0,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ALLISHA GRAY,,ATL,,ATL,,DAL,494400.0,DAL,,,,,,,,,,,19.0,29.0,40.0,15.0,25.0,33.2,15.6,5.1,12.7,40.3,1.7,5.1,34.2,3.6,4.7,76.9,1.1,3.3,4.4,2.7,1.7,1.1,0.7,2.4,27.9,1.0,0.0,-0.5,15.0,29.0,38.0,19.0,19.0,32.7,17.1,5.8,12.4,46.5,1.1,3.1,35.6,4.4,5.4,82.4,1.2,3.7,4.9,3.1,1.9,1.1,0.4,2.6,29.1,2.0,0.0,-1.1,28.0,28.0,33.0,18.0,15.0,32.9,13.3,4.4,10.5,42.3,1.9,4.8,40.8,2.5,3.2,79.8,0.9,3.9,4.8,2.5,1.3,1.1,0.7,2.4,26.3,1.0,0.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,24.0,34.0,15.0,19.0,26.7,9.2,2.9,7.3,40.3,0.9,3.3,27.0,2.4,2.8,86.3,1.2,2.2,3.4,2.4,1.4,1.3,0.2,2.2,18.9,2.0,0.0,0.0,26.0,23.0,34.0,16.0,18.0,27.2,13.0,4.4,11.6,38.1,1.0,3.4,29.9,3.1,3.9,80.3,1.6,2.3,3.9,1.3,1.2,1.5,0.6,2.1,23.5,0.0,0.0,-3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,JEWELL LOYD,491016.0,SEA,,SEA,463030.0,SEA,,SEA,358500.0,SEA,358500.0,SEA,,,,,,,6.0,31.0,37.0,23.0,14.0,33.7,19.7,6.1,16.8,36.0,1.6,5.8,27.4,6.0,6.8,88.1,0.7,3.8,4.5,3.6,2.3,1.4,0.2,1.8,32.7,2.0,0.0,5.4,1.0,30.0,38.0,11.0,27.0,35.4,24.7,7.5,20.3,37.0,3.0,8.5,35.6,6.7,7.5,88.8,1.1,3.6,4.7,3.4,2.8,1.0,0.4,1.7,38.7,1.0,0.0,-3.8,11.0,29.0,36.0,22.0,14.0,30.3,16.3,5.6,14.1,39.6,2.3,6.1,38.5,2.8,3.1,89.3,0.6,2.1,2.6,3.4,2.2,1.1,0.2,1.8,27.2,0.0,0.0,5.3,7.0,28.0,31.0,20.0,11.0,31.0,17.9,6.2,14.8,42.0,2.1,5.6,37.6,3.4,3.8,88.9,0.8,3.3,4.0,3.8,2.3,1.5,0.2,2.1,31.1,0.0,0.0,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,26.0,27.0,14.0,13.0,25.4,12.3,4.3,11.1,39.1,1.3,3.7,33.7,2.4,2.6,92.8,0.4,2.3,2.7,2.0,1.9,1.3,0.1,1.2,21.1,0.0,0.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,24.0,34.0,15.0,19.0,31.1,17.7,6.1,14.2,43.1,1.6,4.1,38.6,3.9,4.5,86.3,0.9,2.2,3.2,3.4,2.5,1.3,0.4,1.8,29.1,0.0,0.0,1.5,9.0,23.0,34.0,16.0,18.0,31.6,16.5,5.7,13.3,43.1,1.2,3.9,30.3,3.9,4.3,89.1,1.0,2.5,3.4,3.4,2.2,1.2,0.3,1.7,27.6,2.0,0.0,-0.4
13,KAHLEAH COPPER,490118.0,PHX,,CHI,405000.0,CHI,,CHI,330000.0,CHI,,,,,,,,,3.0,30.0,37.0,17.0,20.0,32.3,21.1,7.4,17.0,43.5,1.9,5.9,31.4,4.5,5.6,80.7,0.6,3.9,4.5,2.3,3.0,0.8,0.1,3.3,31.5,1.0,0.0,-3.1,7.0,29.0,38.0,17.0,21.0,31.2,18.7,6.9,15.4,44.8,1.8,4.5,40.4,3.1,4.0,77.0,0.7,3.7,4.4,2.0,2.5,0.9,0.3,2.4,29.3,1.0,0.0,-1.7,15.0,28.0,31.0,23.0,8.0,28.8,15.7,5.7,11.8,48.1,1.2,3.3,35.6,3.2,4.2,77.5,1.0,4.6,5.7,2.3,2.0,0.5,0.0,2.4,25.8,4.0,0.0,5.5,22.0,27.0,32.0,16.0,16.0,30.8,14.4,5.4,11.8,45.9,0.8,2.7,30.6,2.8,3.4,81.8,1.2,3.0,4.2,1.8,1.9,0.9,0.3,3.0,23.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,25.0,34.0,20.0,14.0,14.8,6.7,2.3,6.0,38.7,0.4,1.4,30.6,1.6,2.1,77.1,0.4,1.5,1.9,0.9,1.3,0.4,0.1,1.5,10.9,0.0,0.0,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,23.0,34.0,12.0,22.0,14.3,6.7,2.6,5.5,46.5,0.3,1.0,29.4,1.3,1.6,83.0,0.3,1.6,1.9,0.4,0.8,0.3,0.1,1.6,10.1,0.0,0.0,-2.6,81.0,22.0,30.0,9.0,21.0,16.2,6.2,2.2,5.2,41.7,0.5,1.0,46.7,1.4,2.1,68.3,0.4,2.6,3.1,0.8,1.1,0.5,0.1,1.8,11.7,0.0,0.0,-1.7
14,MERCEDES RUSSELL,,SEA,,SEA,480000.0,SEA,,SEA,141618.0,SEA,141618.0,SEA,,,,,,,103.0,29.0,37.0,25.0,12.0,15.8,3.9,1.7,3.2,51.7,0.0,0.0,0.0,0.6,0.9,63.6,0.7,2.3,3.0,0.8,0.7,0.6,0.2,1.2,9.4,0.0,0.0,0.9,89.0,28.0,37.0,11.0,26.0,19.1,5.0,2.2,4.2,51.6,0.0,0.0,0.0,0.6,1.0,60.5,1.1,3.0,4.0,1.3,1.5,0.4,0.5,1.5,12.1,1.0,0.0,-4.0,144.0,27.0,5.0,3.0,2.0,10.7,2.0,0.8,1.6,50.0,0.0,0.0,0.0,0.4,0.6,66.7,0.4,1.4,1.8,0.2,1.4,0.0,0.0,1.4,4.0,0.0,0.0,-8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,24.0,34.0,18.0,16.0,25.6,7.5,3.1,6.0,51.7,0.0,0.0,0.0,1.2,1.9,64.6,2.4,3.7,6.1,1.0,0.9,1.1,0.5,2.5,17.8,1.0,0.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,DIANA TAURASI,,PHX,469872.0,PHX,,PHX,449544.0,PHX,466000.0,PHX,466000.0,PHX,466000.0,PHX,466000.0,PHX,466000.0,PHX,23.0,42.0,36.0,17.0,19.0,29.0,14.9,4.8,11.9,40.0,2.4,7.2,33.3,3.0,3.5,85.7,0.4,3.4,3.8,3.4,1.9,0.6,0.3,2.6,26.3,0.0,0.0,-0.8,19.0,42.0,26.0,8.0,18.0,27.3,16.0,4.9,12.2,40.3,2.5,7.2,34.2,3.7,4.3,84.8,0.1,3.5,3.6,4.6,3.0,0.5,0.5,2.6,28.5,1.0,0.0,-2.5,10.0,41.0,31.0,13.0,18.0,31.0,16.7,4.8,13.0,37.3,3.0,8.8,33.7,4.1,4.6,89.4,0.3,3.2,3.4,3.9,2.7,0.7,0.6,2.9,29.6,0.0,0.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,39.0,19.0,11.0,8.0,28.1,18.7,5.1,12.4,40.9,3.2,8.8,36.5,5.4,5.9,91.2,0.1,4.1,4.2,4.5,2.3,1.0,0.4,2.7,33.5,2.0,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,37.0,33.0,20.0,13.0,30.0,20.7,6.1,13.7,44.6,3.2,8.4,38.3,5.2,5.6,92.5,0.1,3.4,3.5,5.3,2.6,0.9,0.2,3.0,35.0,2.0,0.0,6.0,8.0,36.0,31.0,18.0,13.0,28.5,17.9,5.4,13.5,40.0,3.1,8.1,38.4,4.0,4.4,91.2,0.3,2.6,3.0,2.7,2.0,0.5,0.3,2.8,28.4,0.0,0.0,0.6,7.0,35.0,33.0,15.0,18.0,29.8,17.8,5.5,13.8,39.6,2.7,7.7,35.0,4.2,4.7,90.9,0.2,2.8,3.0,3.9,2.6,0.9,0.1,3.0,29.5,0.0,0.0,1.7
16,ERICA WHEELER,,IND,444308.0,IND,,ATL,365400.0,LA,161600.0,IND,161600.0,IND,,,,,,,107.0,33.0,39.0,20.0,19.0,14.0,3.6,1.5,3.6,41.1,0.4,1.3,28.8,0.3,0.3,84.6,0.2,1.2,1.4,1.8,0.9,0.4,0.1,1.2,8.2,0.0,0.0,-1.2,46.0,33.0,40.0,13.0,27.0,26.8,9.9,3.7,9.2,39.8,0.8,2.4,30.9,1.8,2.1,87.8,0.4,2.6,3.0,5.0,2.1,1.1,0.1,2.4,21.0,3.0,0.0,-3.6,62.0,32.0,30.0,13.0,17.0,26.3,8.4,3.3,9.2,35.5,0.8,2.4,32.9,1.0,1.4,75.6,0.6,2.5,3.1,3.9,2.5,1.1,0.1,2.5,18.5,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,28.0,34.0,6.0,28.0,21.7,7.8,2.9,8.3,35.1,0.6,2.2,27.6,1.4,1.7,79.7,0.6,2.4,2.9,4.1,1.4,0.8,0.2,2.3,17.5,0.0,0.0,-3.3,31.0,27.0,34.0,9.0,25.0,26.4,11.8,4.6,11.5,40.0,1.5,4.4,33.1,1.1,1.4,79.2,0.3,1.9,2.2,4.1,2.3,1.4,0.0,2.3,22.3,0.0,0.0,-6.0,53.0,26.0,34.0,17.0,17.0,23.9,8.4,3.4,8.0,41.8,0.5,1.7,29.8,1.2,1.4,83.3,0.5,1.6,2.1,2.8,2.0,0.7,0.0,2.6,15.2,0.0,0.0,-0.9
17,MORIAH JEFFERSON,,CHI,424500.0,PHX,67141.0,MIN,,DAL,525200.0,DAL,121331.0,DAL,121331.0,LV,,,,,137.0,30.0,23.0,10.0,13.0,8.0,1.3,0.4,1.8,21.4,0.2,0.8,21.1,0.4,0.4,90.0,0.1,0.3,0.4,1.3,0.3,0.3,0.0,0.7,3.9,0.0,0.0,-3.3,43.0,30.0,39.0,8.0,31.0,24.9,10.5,4.2,9.8,43.3,1.0,2.8,35.2,1.1,1.3,82.0,0.2,1.7,2.0,3.6,1.6,1.1,0.2,2.2,19.6,0.0,0.0,-6.1,47.0,29.0,31.0,13.0,18.0,26.1,10.4,3.8,8.4,45.2,1.2,2.5,47.4,1.7,2.1,81.5,0.4,2.1,2.4,4.7,2.2,1.2,0.1,2.2,21.3,1.0,1.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,27.0,9.0,3.0,6.0,16.7,5.0,2.0,4.8,41.9,0.2,0.7,33.3,0.8,1.3,58.3,0.9,2.2,3.1,2.1,1.7,0.8,0.2,1.9,12.4,0.0,0.0,-6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,24.0,21.0,5.0,16.0,24.5,9.1,3.9,7.4,52.3,0.4,1.0,45.0,1.0,1.3,74.1,0.3,1.5,1.8,4.4,2.0,1.6,0.1,1.7,19.0,0.0,0.0,-0.1,19.0,23.0,34.0,7.0,27.0,30.4,13.9,5.4,12.8,42.6,1.0,2.6,37.5,2.0,2.6,77.5,0.4,1.7,2.1,4.2,1.7,1.6,0.1,2.1,24.6,0.0,0.0,-7.2
18,SKYLAR DIGGINS-SMITH,422685.0,SEA,,PHX,,PHX,,PHX,899480.0,PHX,458000.0,DAL,458000.0,DAL,458000.0,DAL,458000.0,DAL,20.0,34.0,40.0,25.0,15.0,31.6,15.1,5.5,12.8,42.7,1.0,3.4,29.1,3.3,3.8,86.7,0.7,1.9,2.6,6.4,2.8,1.7,0.9,2.8,30.4,2.0,0.0,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,32.0,30.0,13.0,17.0,34.0,19.7,6.9,16.2,42.9,1.3,4.5,29.6,4.5,5.3,84.4,0.9,3.1,4.0,5.5,2.7,1.5,1.0,2.7,35.7,3.0,0.0,-1.0,9.0,31.0,32.0,19.0,13.0,32.5,17.7,5.5,12.3,45.2,1.6,4.2,37.0,5.1,6.2,81.8,0.5,2.6,3.2,5.3,2.6,1.1,0.8,2.2,31.3,3.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,27.0,34.0,16.0,18.0,34.2,18.5,5.6,13.4,42.2,1.4,4.1,35.0,5.7,6.4,89.4,0.7,2.8,3.5,5.8,2.8,1.3,0.8,2.4,33.5,1.0,0.0,-0.4,21.0,26.0,27.0,9.0,18.0,28.3,13.1,4.2,10.7,39.0,0.9,2.9,29.9,3.9,4.9,78.8,0.4,1.4,1.9,3.4,2.3,1.1,0.3,2.0,21.9,0.0,0.0,-4.0
19,KAYLA MCBRIDE,413000.0,MIN,,MIN,,MIN,588801.0,MIN,232000.0,LV,232000.0,LV,,,,,,,21.0,32.0,39.0,30.0,9.0,31.7,15.0,4.5,10.6,42.0,2.7,6.6,40.7,3.4,3.8,89.3,0.4,2.2,2.6,3.2,2.0,1.3,0.1,1.2,26.1,0.0,0.0,7.7,28.0,32.0,38.0,19.0,19.0,31.8,14.3,4.9,11.6,42.4,2.2,6.4,34.2,2.2,2.6,86.7,0.4,2.8,3.2,2.2,1.7,1.2,0.2,1.7,24.7,0.0,0.0,-3.7,29.0,31.0,31.0,14.0,17.0,29.8,13.3,4.4,10.9,40.5,1.5,4.3,35.6,2.9,3.2,90.9,0.5,2.3,2.8,2.1,1.5,1.0,0.1,1.4,21.8,0.0,0.0,0.1,25.0,30.0,32.0,22.0,10.0,31.6,13.7,4.5,10.3,43.3,1.9,5.0,37.9,2.8,3.1,91.0,0.3,3.3,3.6,2.3,1.1,0.8,0.2,1.8,23.4,0.0,0.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,27.0,31.0,14.0,17.0,32.3,18.2,6.4,14.2,44.9,1.5,3.9,39.3,3.9,4.3,91.7,0.8,3.1,3.9,3.5,2.0,1.1,0.1,1.1,29.5,1.0,0.0,-0.9,14.0,26.0,30.0,7.0,23.0,33.2,15.4,4.8,12.6,38.1,1.6,5.3,31.0,4.1,4.5,92.5,0.5,3.7,4.1,2.6,1.9,1.1,0.2,1.4,26.3,1.0,0.0,-4.5,8.0,25.0,17.0,4.0,13.0,30.8,17.1,6.0,16.4,36.7,1.7,5.6,30.5,3.4,4.0,85.3,0.8,3.2,4.0,1.9,2.0,1.1,0.1,1.3,27.1,1.0,0.0,-7.4
20,SABRINA IONESCU,,NY,410060.0,NY,,NY,,NY,213597.0,NY,,,,,,,,,9.0,26.0,38.0,30.0,8.0,32.1,18.2,6.3,15.9,39.4,2.8,8.4,33.3,2.8,3.1,89.8,0.7,3.7,4.4,6.2,2.7,1.0,0.3,1.2,34.3,3.0,0.0,7.4,16.0,26.0,36.0,29.0,7.0,31.5,17.0,5.4,12.8,42.3,3.6,7.9,44.8,2.6,3.0,87.2,0.8,4.8,5.6,5.4,2.6,1.0,0.3,1.7,34.1,2.0,1.0,8.9,8.0,25.0,36.0,16.0,20.0,32.3,17.4,5.9,14.3,41.1,2.3,6.9,33.3,3.4,3.6,93.1,1.0,6.1,7.1,6.3,3.0,1.1,0.3,2.1,35.8,7.0,2.0,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,23.0,3.0,0.0,3.0,26.6,18.3,6.3,14.0,45.2,2.3,6.7,35.0,3.3,3.3,100.0,0.7,4.0,4.7,4.0,4.3,0.7,0.0,1.3,30.7,0.0,0.0,-8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,A'JA WILSON,400000.0,LV,,LV,398422.0,LV,,LV,232178.0,LV,232178.0,LV,232178.0,LV,,,,,1.0,28.0,38.0,26.0,12.0,34.4,26.9,10.1,19.6,51.8,0.5,1.6,31.7,6.1,7.2,84.4,2.1,9.8,11.9,2.3,1.3,1.8,2.6,1.8,50.3,23.0,0.0,4.6,3.0,27.0,40.0,34.0,6.0,30.7,22.8,8.4,15.0,55.7,0.2,0.7,31.0,5.8,7.2,81.2,2.1,7.5,9.5,1.6,1.6,1.4,2.2,2.1,41.4,22.0,0.0,12.2,5.0,26.0,36.0,26.0,10.0,30.0,19.5,7.2,14.4,50.1,0.9,2.3,37.3,4.2,5.2,81.3,1.8,7.6,9.4,2.1,1.7,1.4,1.9,2.1,38.7,17.0,0.0,8.7,6.0,25.0,32.0,24.0,8.0,31.9,18.3,6.5,14.6,44.4,0.0,0.0,100.0,5.3,6.0,87.6,2.0,7.3,9.3,3.1,1.4,0.9,1.3,1.5,34.9,17.0,0.0,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,23.0,26.0,15.0,11.0,28.4,16.5,6.1,12.7,47.9,0.0,0.0,0.0,4.4,5.5,79.2,1.6,4.8,6.4,1.8,2.2,0.5,1.7,2.0,29.2,3.0,0.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,ARIEL ATKINS,400000.0,WAS,,WAS,,WAS,345000.0,WAS,214836.0,WAS,214836.0,WAS,214836.0,WAS,,,,,24.0,28.0,40.0,14.0,26.0,29.9,14.9,5.4,12.4,43.7,2.0,5.5,35.7,2.1,2.5,84.8,0.9,2.5,3.4,3.1,2.3,1.5,0.4,2.8,27.2,0.0,0.0,-2.0,37.0,27.0,27.0,15.0,12.0,25.2,11.5,3.9,9.3,41.4,1.6,4.6,33.9,2.3,2.5,89.7,0.7,2.4,3.1,2.3,1.3,1.2,0.3,2.6,21.4,1.0,0.0,2.6,18.0,26.0,36.0,22.0,14.0,30.0,14.6,5.1,12.2,42.0,1.9,5.3,36.5,2.4,2.9,84.5,0.9,2.3,3.3,2.3,1.4,1.3,0.3,2.8,25.3,0.0,0.0,4.2,12.0,25.0,30.0,10.0,20.0,30.6,16.2,5.4,13.2,40.7,2.2,6.1,35.9,3.3,3.9,83.1,1.1,1.6,2.8,2.6,2.0,1.6,0.5,3.2,28.1,0.0,0.0,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,22.0,29.0,18.0,11.0,22.5,11.3,4.1,9.6,43.2,1.6,4.3,35.7,1.4,1.8,82.4,1.0,1.4,2.4,2.1,1.3,1.3,0.3,2.5,20.7,0.0,0.0,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,KELSEY PLUM,,LV,,LV,400000.0,LV,,LV,423250.0,LV,,,,,,,,,11.0,30.0,38.0,25.0,13.0,34.0,17.8,6.1,14.4,42.3,2.9,7.9,36.8,2.7,3.1,86.6,0.3,2.3,2.6,4.2,2.4,0.7,0.0,2.7,28.9,0.0,0.0,5.6,8.0,29.0,39.0,33.0,6.0,32.4,18.7,6.4,13.4,47.5,2.4,6.3,38.9,3.5,3.8,91.2,0.2,2.2,2.4,4.5,2.1,1.1,0.0,2.4,30.3,2.0,0.0,14.2,2.0,28.0,36.0,26.0,10.0,32.8,20.2,6.8,14.8,46.0,3.1,7.5,42.0,3.5,4.1,83.9,0.3,2.4,2.7,5.1,2.6,1.0,0.1,2.5,33.2,2.0,0.0,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,25.0,34.0,21.0,13.0,25.5,8.6,3.1,8.6,36.5,1.3,3.7,35.7,1.0,1.1,87.2,0.4,2.4,2.8,3.0,1.6,0.8,0.1,2.2,17.6,0.0,0.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,23.0,31.0,8.0,23.0,22.9,8.5,2.7,7.9,34.6,1.1,3.1,36.5,1.9,2.2,87.0,0.4,1.5,1.9,3.4,2.5,0.5,0.1,1.8,16.3,0.0,0.0,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,NATASHA CLOUD,400000.0,PHX,,WAS,,WAS,565000.0,WAS,232000.0,WAS,232000.0,WAS,,,,,,,39.0,32.0,38.0,18.0,20.0,33.3,11.5,4.0,10.1,39.7,1.2,3.8,30.8,2.4,2.9,82.6,0.5,3.6,4.1,6.9,3.0,1.4,0.6,2.7,27.7,8.0,0.0,-2.3,32.0,32.0,37.0,17.0,20.0,32.4,12.7,4.0,10.7,37.7,1.2,4.1,29.8,3.4,3.8,90.0,0.2,3.5,3.7,6.2,2.6,1.1,0.3,2.6,26.5,2.0,0.0,-0.2,45.0,31.0,34.0,21.0,13.0,31.3,10.7,3.6,9.1,39.9,1.3,4.0,31.9,2.2,2.7,82.4,0.5,3.1,3.6,7.0,2.8,1.0,0.3,1.6,25.2,4.0,0.0,4.1,59.0,30.0,27.0,11.0,16.0,31.6,8.7,3.0,7.7,38.9,1.0,3.5,27.4,1.7,2.0,83.6,0.4,3.2,3.6,6.4,2.2,1.4,0.1,2.3,22.7,2.0,0.0,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,27.0,27.0,19.0,8.0,26.5,8.6,3.3,7.6,43.6,1.2,3.1,38.6,0.8,1.0,77.8,0.2,3.0,3.2,4.6,1.7,0.8,0.1,2.0,19.4,1.0,0.0,5.6,93.0,26.0,24.0,13.0,11.0,18.6,4.4,1.5,4.9,31.4,0.5,2.1,23.5,0.8,1.1,74.1,0.3,2.2,2.5,2.9,1.0,0.7,0.1,1.6,11.9,0.0,0.0,1.8,89.0,25.0,31.0,11.0,20.0,24.3,5.7,1.8,5.2,34.8,0.7,2.2,33.8,1.4,1.8,75.4,0.2,2.9,3.0,3.8,1.4,0.8,0.1,2.1,15.1,0.0,0.0,-1.0
