,Nombre,Contrato 2024,Equipo 2024,Contrato 2023,Equipo 2023,Contrato 2022,Equipo 2022,Contrato 2021,Equipo 2021,Contrato 2020,Equipo 2020,Contrato 2019,Equipo 2019,Contrato 2018,Equipo 2018,Contrato 2017,Equipo 2017,Contrato 2016,Equipo 2016,RANK 2024,AGE 2024,GP 2024,W 2024,L 2024,MIN 2024,PTS 2024,FGM 2024,FGA 2024,FG% 2024,3PM 2024,3PA 2024,3P% 2024,FTM 2024,FTA 2024,FT% 2024,OREB 2024,DREB 2024,REB 2024,AST 2024,TOV 2024,STL 2024,BLK 2024,PF 2024,FP 2024,DD2 2024,TD3 2024,+/- 2024,RANK 2023,AGE 2023,GP 2023,W 2023,L 2023,MIN 2023,PTS 2023,FGM 2023,FGA 2023,FG% 2023,3PM 2023,3PA 2023,3P% 2023,FTM 2023,FTA 2023,FT% 2023,OREB 2023,DREB 2023,REB 2023,AST 2023,TOV 2023,STL 2023,BLK 2023,PF 2023,FP 2023,DD2 2023,TD3 2023,+/- 2023,RANK 2022,AGE 2022,GP 2022,W 2022,L 2022,MIN 2022,PTS 2022,FGM 2022,FGA 2022,FG% 2022,3PM 2022,3PA 2022,3P% 2022,FTM 2022,FTA 2022,FT% 2022,OREB 2022,DREB 2022,REB 2022,AST 2022,TOV 2022,STL 2022,BLK 2022,PF 2022,FP 2022,DD2 2022,TD3 2022,+/- 2022,RANK 2021,AGE 2021,GP 2021,W 2021,L 2021,MIN 2021,PTS 2021,FGM 2021,FGA 2021,FG% 2021,3PM 2021,3PA 2021,3P% 2021,FTM 2021,FTA 2021,FT% 2021,OREB 2021,DREB 2021,REB 2021,AST 2021,TOV 2021,STL 2021,BLK 2021,PF 2021,FP 2021,DD2 2021,TD3 2021,+/- 2021,RANK 2020,AGE 2020,GP 2020,W 2020,L 2020,MIN 2020,PTS 2020,FGM 2020,FGA 2020,FG% 2020,3PM 2020,3PA 2020,3P% 2020,FTM 2020,FTA 2020,FT% 2020,OREB 2020,DREB 2020,REB 2020,AST 2020,TOV 2020,STL 2020,BLK 2020,PF 2020,FP 2020,DD2 2020,TD3 2020,+/- 2020,RANK 2019,AGE 2019,GP 2019,W 2019,L 2019,MIN 2019,PTS 2019,FGM 2019,FGA 2019,FG% 2019,3PM 2019,3PA 2019,3P% 2019,FTM 2019,FTA 2019,FT% 2019,OREB 2019,DREB 2019,REB 2019,AST 2019,TOV 2019,STL 2019,BLK 2019,PF 2019,FP 2019,DD2 2019,TD3 2019,+/- 2019,RANK 2018,AGE 2018,GP 2018,W 2018,L 2018,MIN 2018,PTS 2018,FGM 2018,FGA 2018,FG% 2018,3PM 2018,3PA 2018,3P% 2018,FTM 2018,FTA 2018,FT% 2018,OREB 2018,DREB 2018,REB 2018,AST 2018,TOV 2018,STL 2018,BLK 2018,PF 2018,FP 2018,DD2 2018,TD3 2018,+/- 2018,RANK 2017,AGE 2017,GP 2017,W 2017,L 2017,MIN 2017,PTS 2017,FGM 2017,FGA 2017,FG% 2017,3PM 2017,3PA 2017,3P% 2017,FTM 2017,FTA 2017,FT% 2017,OREB 2017,DREB 2017,REB 2017,AST 2017,TOV 2017,STL 2017,BLK 2017,PF 2017,FP 2017,DD2 2017,TD3 2017,+/- 2017,RANK 2016,AGE 2016,GP 2016,W 2016,L 2016,MIN 2016,PTS 2016,FGM 2016,FGA 2016,FG% 2016,3PM 2016,3PA 2016,3P% 2016,FTM 2016,FTA 2016,FT% 2016,OREB 2016,DREB 2016,REB 2016,AST 2016,TOV 2016,STL 2016,BLK 2016,PF 2016,FP 2016,DD2 2016,TD3 2016,+/- 2016
211,DEARICA HAMBY,,,,,,,,LV,351000.0,LV,351000.0,LV,,,,,,,16.0,31.0,40.0,8.0,32.0,33.7,17.3,6.7,13.1,51.2,0.8,2.2,34.1,3.1,5.0,63.1,1.5,7.7,9.2,3.5,3.0,1.7,0.2,2.8,34.5,16.0,0.0,-6.9,52.0,30.0,40.0,17.0,23.0,24.7,8.9,3.3,7.7,43.1,0.2,1.0,22.0,2.1,3.2,64.8,1.3,4.6,5.9,1.8,1.5,0.9,0.3,2.2,19.1,2.0,0.0,-1.2,53.0,29.0,34.0,24.0,10.0,26.5,9.3,3.4,7.3,46.6,0.5,2.1,21.9,2.0,2.7,72.0,1.4,5.6,7.1,1.1,1.5,1.1,0.1,2.0,20.3,5.0,0.0,6.1,39.0,28.0,29.0,22.0,7.0,24.5,11.6,4.4,8.0,54.5,0.3,1.2,25.0,2.6,3.9,65.5,1.1,5.5,6.7,1.7,1.5,1.1,0.1,2.0,22.7,4.0,0.0,7.8,32.0,27.0,22.0,18.0,4.0,28.3,13.0,5.0,9.3,53.9,0.8,1.7,47.4,2.2,3.0,71.6,1.3,5.9,7.1,2.7,2.0,1.7,0.2,2.3,27.4,4.0,0.0,5.9,33.0,26.0,34.0,21.0,13.0,24.8,11.0,4.1,8.5,48.8,0.5,1.6,32.1,2.2,3.0,71.8,2.2,5.3,7.6,1.9,1.8,1.0,0.4,2.1,23.6,9.0,0.0,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,24.0,34.0,8.0,26.0,20.2,7.8,2.9,6.4,45.7,0.1,0.2,37.5,1.8,3.0,60.8,1.5,2.8,4.2,1.0,1.4,0.9,0.3,2.1,15.4,1.0,0.0,-2.8,49.0,23.0,25.0,6.0,19.0,25.3,9.0,3.2,7.7,42.2,0.1,0.6,14.3,2.4,3.3,72.3,1.4,3.6,5.1,1.0,1.6,0.5,0.5,2.3,17.1,1.0,0.0,-6.0
212,SHEKINNA STRICKLEN,,,,,,,,ATL,345100.0,ATL,210000.0,CON,210000.0,CON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,31.0,24.0,5.0,19.0,9.8,2.5,0.9,3.5,25.9,0.6,2.8,21.2,0.1,0.2,40.0,0.1,0.8,0.9,0.3,0.1,0.4,0.2,1.1,5.5,0.0,0.0,-3.3,80.0,30.0,22.0,7.0,15.0,21.7,6.1,2.1,6.3,34.1,1.5,4.5,33.3,0.4,0.4,100.0,0.2,1.7,1.9,0.6,0.7,0.3,0.0,2.0,10.9,0.0,0.0,-3.7,54.0,29.0,34.0,23.0,11.0,23.7,9.0,3.1,7.5,40.8,2.2,5.9,38.2,0.6,0.8,81.5,0.3,1.6,1.9,1.1,0.8,1.0,0.2,2.3,16.7,0.0,0.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,27.0,34.0,21.0,13.0,27.2,8.6,2.8,6.8,41.1,2.1,5.1,41.0,0.9,1.1,86.5,0.5,2.6,3.1,1.1,0.9,1.2,0.1,1.6,17.6,0.0,0.0,2.8,106.0,26.0,28.0,13.0,15.0,10.9,4.0,1.4,3.7,36.5,1.0,2.8,35.1,0.3,0.5,64.3,0.3,1.0,1.4,0.5,0.1,0.4,0.1,0.7,7.9,0.0,0.0,0.1
213,LEILANI MITCHELL,,,,,,,,WAS,250500.0,WAS,383131.0,PHX,383131.0,PHX,383131.0,PHX,383131.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,37.0,31.0,11.0,20.0,23.4,6.4,2.1,5.7,36.0,1.6,4.5,35.7,0.6,0.7,82.6,0.4,1.6,2.0,2.5,1.1,0.5,0.1,1.5,13.5,0.0,0.0,-1.3,52.0,36.0,22.0,9.0,13.0,30.6,9.5,3.3,8.1,40.8,1.3,4.3,30.5,1.5,1.8,87.2,0.5,2.3,2.8,5.4,1.7,0.8,0.0,2.1,20.7,1.0,0.0,-0.5,24.0,35.0,32.0,14.0,18.0,30.4,12.8,4.2,9.5,44.1,2.3,5.4,43.0,2.1,2.6,82.9,0.5,2.5,3.0,4.0,1.8,0.9,0.3,2.4,24.6,1.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,33.0,34.0,18.0,16.0,21.3,8.0,2.4,6.1,38.9,1.1,2.9,36.0,2.2,2.7,82.4,0.4,2.0,2.4,3.6,1.6,0.9,0.3,1.4,17.5,0.0,0.0,1.4,86.0,32.0,10.0,4.0,6.0,16.1,5.9,2.0,4.6,43.5,1.1,3.1,35.5,0.8,1.0,80.0,0.3,1.4,1.7,1.9,1.3,0.1,0.0,1.7,10.8,0.0,0.0,1.5
214,SYDNEY WIESE,,,,,,,,WAS,230400.0,LA,188017.0,LA,188017.0,LA,188017.0,LA,188017.0,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,27.0,27.0,10.0,17.0,21.4,4.4,1.5,4.7,32.3,0.9,2.9,29.1,0.5,0.7,77.8,0.2,1.1,1.3,1.6,1.0,0.4,0.0,0.7,8.9,0.0,0.0,-3.7,72.0,26.0,19.0,14.0,5.0,19.1,6.8,2.5,4.9,50.5,1.3,2.8,47.2,0.6,0.6,91.7,0.3,1.5,1.7,1.2,1.2,0.6,0.1,0.9,12.4,0.0,0.0,2.0,96.0,25.0,32.0,21.0,11.0,20.6,4.8,1.7,4.5,38.5,1.1,2.9,36.6,0.3,0.3,100.0,0.2,1.2,1.3,1.8,1.0,0.5,0.3,0.8,10.4,0.0,0.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,23.0,28.0,20.0,8.0,8.1,2.3,0.8,2.1,38.3,0.5,1.3,40.0,0.1,0.3,50.0,0.1,0.7,0.8,0.3,0.1,0.2,0.1,0.7,4.4,0.0,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,LIZ CAMBAGE,,,,,,,221450.0,LV,,,228000.0,LV,228000.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,31.0,25.0,11.0,14.0,23.4,13.0,4.7,9.2,50.9,0.2,0.6,28.6,3.5,4.4,78.4,1.3,5.1,6.4,2.1,2.3,0.6,1.6,3.2,26.2,3.0,0.0,-1.5,23.0,30.0,25.0,19.0,6.0,23.8,14.2,5.6,10.3,54.3,0.2,0.6,35.7,2.8,4.0,71.0,1.6,6.7,8.2,1.3,1.8,0.9,1.6,3.0,29.0,7.0,0.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,28.0,32.0,19.0,13.0,25.2,15.9,6.1,12.2,50.4,0.1,0.4,16.7,3.6,4.8,74.8,2.0,6.2,8.2,2.1,2.3,0.6,1.6,2.8,30.7,11.0,0.0,3.1,1.0,27.0,32.0,15.0,17.0,29.5,23.0,8.7,14.8,58.9,0.4,1.2,32.4,5.3,7.2,73.8,2.3,7.3,9.7,2.3,2.8,0.5,1.7,2.8,39.7,15.0,0.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,KYSRE GONDREZICK,,,,,,,220067.0,IND,,,,,,,,,,,146.0,27.0,5.0,3.0,2.0,3.3,1.0,0.4,1.4,28.6,0.2,1.2,16.7,0.0,0.0,0.0,0.2,0.2,0.4,0.4,0.6,0.8,0.0,0.4,3.6,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,24.0,19.0,3.0,16.0,9.1,1.9,0.7,2.4,28.3,0.4,1.5,28.6,0.1,0.2,50.0,0.2,0.8,1.0,0.9,0.9,0.4,0.0,0.7,5.0,0.0,0.0,-3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,CHELSEA DUNGEE,,,,,,,211167.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,25.0,14.0,8.0,6.0,4.6,0.6,0.2,1.2,17.6,0.1,0.7,20.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0.5,1.1,0.0,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,AALIYAH WILSON,,,,,,,202270.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,23.0,14.0,4.0,10.0,8.5,1.1,0.4,1.9,23.1,0.1,0.5,14.3,0.1,0.3,50.0,0.4,0.5,0.9,0.6,0.6,0.2,0.1,1.2,3.3,0.0,0.0,-4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,MEGAN WALKER,,,,,,,,PHX,196378.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,24.0,12.0,7.0,5.0,9.6,3.3,1.2,3.2,36.8,0.6,1.6,36.8,0.3,0.5,66.7,0.3,0.5,0.8,0.4,1.0,0.3,0.0,0.7,5.5,0.0,0.0,2.4,103.0,23.0,29.0,17.0,12.0,14.7,4.5,1.6,5.1,31.1,0.7,2.6,26.7,0.7,1.0,63.3,0.2,1.1,1.3,0.9,0.8,0.2,0.3,1.8,8.3,0.0,0.0,0.0,117.0,22.0,18.0,2.0,16.0,11.4,3.3,1.4,4.3,32.1,0.3,2.4,14.0,0.2,0.3,60.0,0.6,0.9,1.5,0.3,0.4,0.2,0.0,0.8,5.9,0.0,0.0,-7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,ARELLA GUIRANTES,,,,,,,193370.0,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,26.0,9.0,2.0,7.0,5.3,1.3,0.4,1.8,25.0,0.1,0.7,16.7,0.3,0.6,60.0,0.1,0.6,0.7,0.3,0.3,0.1,0.4,0.3,3.6,0.0,0.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,24.0,25.0,8.0,17.0,11.6,3.2,1.0,3.8,27.4,0.2,1.1,22.2,0.8,1.0,80.8,0.2,1.1,1.3,0.6,0.5,0.3,0.2,1.0,6.3,0.0,0.0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,DESTINY SLOCUM,,,,,,,193370.0,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,25.0,3.0,1.0,2.0,13.7,4.7,1.3,3.7,36.4,1.0,3.0,33.3,1.0,1.7,60.0,0.0,1.3,1.3,1.3,1.7,0.0,0.0,1.3,8.3,0.0,0.0,2.7,145.0,24.0,21.0,16.0,5.0,6.4,1.0,0.3,1.0,31.8,0.2,0.7,33.3,0.1,0.2,60.0,0.1,0.8,0.9,0.6,0.3,0.1,0.0,0.9,3.1,0.0,0.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,MARIA VADEEVA,,,,,,,,LA,191720.0,LA,191720.0,LA,191720.0,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,21.0,15.0,10.0,5.0,12.0,7.8,3.4,6.9,49.0,0.3,1.1,31.3,0.7,0.9,76.9,1.2,2.7,3.9,0.7,1.2,1.0,0.2,1.5,15.1,0.0,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,KAILA CHARLES,,,,,,,,CON,187738.0,CON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,26.0,4.0,0.0,4.0,10.3,1.5,0.8,3.0,25.0,0.0,0.5,0.0,0.0,0.0,0.0,0.8,0.5,1.3,0.3,0.0,0.3,0.0,2.3,3.5,0.0,0.0,-2.8,164.0,25.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0,24.0,30.0,25.0,5.0,16.3,4.3,1.6,4.4,36.8,0.3,1.1,30.3,0.7,0.8,87.5,1.1,1.7,2.8,1.1,0.9,0.5,0.4,2.0,10.2,1.0,0.0,2.7,90.0,23.0,21.0,10.0,11.0,17.9,5.4,1.9,4.6,41.2,0.5,1.4,36.7,1.0,1.5,71.0,1.1,1.5,2.6,0.9,0.9,0.8,0.3,2.1,11.6,0.0,0.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,LEAONNA ODOM,,,,,,,,NY,187738.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,24.0,18.0,4.0,14.0,11.5,3.1,1.2,2.5,46.7,0.3,0.9,29.4,0.5,0.7,75.0,0.6,0.6,1.2,0.4,0.6,0.3,0.3,1.4,6.1,0.0,0.0,-3.8,89.0,23.0,22.0,2.0,20.0,20.6,5.5,2.2,4.5,49.0,0.2,0.9,25.0,0.9,1.0,87.0,1.5,0.7,2.3,0.7,0.7,0.7,0.4,1.7,10.8,0.0,0.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,LUISA GEISELSODER,,,,,,,,DAL,187738.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,JISU PARK,,,,,,,,LV,184614.0,LV,184614.0,LV,184614.0,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,23.0,25.0,18.0,7.0,8.9,2.0,0.7,2.1,32.7,0.0,0.2,0.0,0.6,0.7,83.3,0.6,1.2,1.8,0.8,0.8,0.1,0.6,1.1,6.2,0.0,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,21.0,25.0,15.0,10.0,6.5,0.8,0.3,1.5,21.6,0.0,0.0,0.0,0.2,0.4,44.4,0.4,0.7,1.1,0.4,0.3,0.2,0.2,0.9,3.0,0.0,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,ERICA MCCALL,,,,,,,146000.0,WAS,68000.0,MIN,180175.0,IND,180175.0,IND,180175.0,IND,180175.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,26.0,23.0,8.0,15.0,15.5,4.1,1.6,3.2,50.0,0.0,0.0,0.0,0.9,1.4,62.5,1.4,2.9,4.3,0.6,0.9,0.3,0.4,2.0,10.3,0.0,0.0,-1.3,127.0,25.0,20.0,13.0,7.0,9.2,2.6,0.8,2.3,35.6,0.1,0.2,25.0,0.9,1.1,81.8,1.2,1.3,2.5,0.2,0.5,0.3,0.4,1.2,6.5,0.0,0.0,1.5,145.0,24.0,15.0,7.0,8.0,6.9,0.9,0.2,1.5,13.6,0.0,0.0,0.0,0.5,0.5,100.0,0.7,1.1,1.8,0.4,0.2,0.1,0.4,0.9,4.1,0.0,0.0,-1.3,121.0,23.0,34.0,6.0,28.0,12.3,2.9,1.2,3.2,38.5,0.0,0.2,12.5,0.4,0.6,68.4,1.4,1.4,2.7,0.4,0.4,0.4,0.5,1.6,7.7,0.0,0.0,-2.0,109.0,22.0,30.0,7.0,23.0,10.7,3.3,1.4,3.4,40.6,0.0,0.1,33.3,0.5,0.7,68.2,0.7,1.6,2.3,0.2,0.7,0.1,0.3,1.2,6.6,0.0,0.0,-4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,JESSICA BRELAND,,,,,,,145000.0,IND,345000.0,PHX,345000.0,ATL,345000.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,34.0,26.0,5.0,21.0,20.9,5.8,2.6,7.0,37.0,0.2,0.6,31.3,0.5,0.7,68.4,1.4,4.8,6.3,2.0,1.8,0.6,1.5,2.0,18.6,3.0,0.0,-7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,32.0,33.0,7.0,26.0,23.2,7.5,3.2,8.3,37.8,0.3,1.2,23.7,0.9,1.0,87.9,1.3,6.0,7.3,1.7,1.2,1.3,1.1,2.0,21.3,4.0,0.0,-4.7,54.0,31.0,34.0,23.0,11.0,26.4,8.3,3.6,8.5,42.8,0.0,0.0,0.0,1.0,1.3,75.0,1.7,6.2,7.9,2.0,1.7,1.1,1.9,2.5,24.3,2.0,0.0,2.1,49.0,30.0,34.0,12.0,22.0,24.5,9.5,4.1,8.6,47.6,0.2,0.6,38.1,1.1,1.4,78.7,1.6,4.7,6.3,1.6,1.8,0.6,1.7,2.1,22.2,4.0,0.0,-3.6,83.0,29.0,34.0,18.0,16.0,17.2,6.0,2.6,5.2,49.4,0.0,0.0,0.0,0.9,1.1,79.5,1.3,3.1,4.4,0.7,1.1,0.5,1.1,2.2,14.4,2.0,0.0,0.2
229,MARIA CONDE,,,,,,,,CHI,115700.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,SHAVONTE ZELLOUS,,,,,,,70040.0,WAS,,,65000.0,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,35.0,28.0,12.0,16.0,15.8,4.3,1.5,4.1,37.7,0.4,1.5,24.4,0.9,1.1,80.6,0.6,1.8,2.4,1.6,0.8,0.4,0.2,1.7,9.8,0.0,0.0,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,33.0,31.0,16.0,15.0,13.9,4.0,1.4,3.8,37.6,0.2,1.0,18.8,1.0,1.3,75.0,0.2,1.4,1.5,1.5,1.1,0.3,0.2,1.4,8.3,0.0,0.0,-3.3,56.0,32.0,22.0,7.0,15.0,24.1,8.2,2.9,6.8,42.3,0.4,1.4,26.7,2.1,2.8,75.4,0.3,2.9,3.1,3.0,1.2,0.6,0.2,2.6,16.3,0.0,0.0,-2.9,32.0,31.0,34.0,22.0,12.0,29.1,11.7,3.6,8.6,42.3,0.5,1.4,33.3,4.0,4.8,82.3,1.0,3.0,4.0,2.8,1.9,0.9,0.2,3.4,21.1,1.0,0.0,3.4,50.0,30.0,33.0,20.0,13.0,23.3,8.8,2.8,6.8,40.3,0.2,0.8,19.2,3.1,3.7,85.1,0.5,1.9,2.5,2.2,1.3,0.9,0.2,1.9,15.7,0.0,0.0,1.0
231,CRYSTAL BRADFORD,,,,,,,58710.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,28.0,24.0,6.0,18.0,18.3,8.8,3.4,8.0,42.9,1.2,3.4,35.8,0.8,1.6,46.2,1.3,2.5,3.8,1.5,1.0,1.2,0.4,2.3,18.5,0.0,0.0,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,STEPHANIE JONES,,,,,,,58710.0,CON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,24.0,5.0,4.0,1.0,5.3,1.8,0.6,1.6,37.5,0.2,0.4,50.0,0.4,0.4,100.0,0.2,0.2,0.4,0.4,0.0,0.2,0.0,1.0,3.2,0.0,0.0,-0.4,142.0,23.0,18.0,16.0,2.0,5.5,1.4,0.7,1.6,41.4,0.0,0.1,0.0,0.1,0.1,50.0,0.7,0.6,1.2,0.2,0.2,0.1,0.1,0.5,3.1,0.0,0.0,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
